时间,今值,预测值
2004年10月1日 (九月)17:00,0.86, 
2004年9月1日 (八月)17:00,0.84, 
2004年8月1日 (七月)17:00,0.83, 
2004年7月1日 (六月)17:00,0.82, 
2004年6月1日 (五月)17:00,0.80, 
2004年5月1日 (四月)17:00,0.78, 
2004年4月1日 (三月)17:00,0.77, 
2004年3月1日 (二月)17:00,0.76, 
2004年2月1日 (一月)17:00,0.76, 
2004年1月1日 (十二月)17:00,0.75, 
2003年12月1日 (十一月)17:00,0.72, 
2003年11月1日 (十月)17:00,0.70, 
2003年10月1日 (九月)17:00,0.67, 
2003年9月1日 (八月)17:00,0.65, 
2003年8月1日 (七月)17:00,0.63, 
2003年7月1日 (六月)17:00,0.62, 
2003年6月1日 (五月)17:00,0.61, 
2003年5月1日 (四月)17:00,0.61, 
2003年4月1日 (三月)17:00,0.60, 
2003年3月1日 (二月)17:00,0.59, 
2003年2月1日 (一月)17:00,0.58, 
2003年1月1日 (十二月)17:00,0.57, 
2002年12月1日 (十一月)17:00,0.56, 
2002年11月1日 (十月)17:00,0.56, 
2002年10月1日 (九月)17:00,0.55, 
2002年9月1日 (八月)17:00,0.55, 
2002年8月1日 (七月)17:00,0.54, 
2002年7月1日 (六月)17:00,0.53, 
2002年6月1日 (五月)17:00,0.53, 
2002年5月1日 (四月)17:00,0.52, 
2002年4月1日 (三月)17:00,0.52, 
2002年3月1日 (二月)17:00,0.51, 
2002年2月1日 (一月)17:00,0.50, 
2002年1月1日 (十二月)17:00,0.51, 
2001年12月1日 (十一月)17:00,0.52, 
2001年11月1日 (十月)17:00,0.54, 
2001年10月1日 (九月)17:00,0.57, 
2001年9月1日 (八月)17:00,0.58, 
2001年8月1日 (七月)17:00,0.60, 
2001年7月1日 (六月)17:00,0.61, 
2001年6月1日 (五月)17:00,0.61, 
2001年5月1日 (四月)17:00,0.62, 
2001年4月1日 (三月)17:00,0.63, 
2001年3月1日 (二月)17:00,0.64, 
2001年2月1日 (一月)17:00,0.65, 
2001年1月1日 (十二月)17:00,0.65, 
2000年12月1日 (十一月)17:00,0.65, 
2000年11月1日 (十月)17:00,0.64, 
2000年10月1日 (九月)17:00,0.62, 
2000年9月1日 (八月)17:00,0.61, 
2000年8月1日 (七月)17:00,0.60, 
2000年7月1日 (六月)17:00,0.58, 
2000年6月1日 (五月)17:00,0.56, 
2000年5月1日 (四月)17:00,0.56, 
2000年4月1日 (三月)17:00,0.54, 
2000年3月1日 (二月)17:00,0.52, 
2000年2月1日 (一月)17:00,0.51, 
2000年1月1日 (十二月)17:00,0.50, 
1999年12月1日 (十一月)17:00,0.49, 
1999年11月1日 (十月)17:00,0.49, 
1999年10月1日 (九月)17:00,0.48, 
1999年9月1日 (八月)17:00,0.47, 
1999年8月1日 (七月)17:00,0.47, 
1999年7月1日 (六月)17:00,0.46, 
1999年6月1日 (五月)17:00,0.46, 
1999年5月1日 (四月)17:00,0.47, 
1999年4月1日 (三月)17:00,0.48, 
1999年3月1日 (二月)17:00,0.48, 
1999年2月1日 (一月)17:00,0.48, 
1999年1月1日 (十二月)17:00,0.47, 
1998年12月1日 (十一月)17:00,0.47, 
1998年11月1日 (十月)17:00,0.48, 
1998年10月1日 (九月)17:00,0.49, 
1998年9月1日 (八月)17:00,0.50, 
1998年8月1日 (七月)17:00,0.51, 
1998年7月1日 (六月)17:00,0.52, 
1998年6月1日 (五月)17:00,0.54, 
1998年5月1日 (四月)17:00,0.56, 
1998年4月1日 (三月)17:00,0.57, 
1998年3月1日 (二月)17:00,0.61, 
1998年2月1日 (一月)17:00,0.63, 
1998年1月1日 (十二月)17:00,0.67, 
1997年12月1日 (十一月)17:00,0.68, 
1997年11月1日 (十月)17:00,0.70, 
1997年10月1日 (九月)17:00,0.71, 
1997年9月1日 (八月)17:00,0.73, 
1997年8月1日 (七月)17:00,0.74, 
1997年7月1日 (六月)17:00,0.74, 
1997年6月1日 (五月)17:00,0.74, 
1997年5月1日 (四月)17:00,0.74, 
1997年4月1日 (三月)17:00,0.74, 
1997年3月1日 (二月)17:00,0.74, 
1997年2月1日 (一月)17:00,0.74, 
1997年1月1日 (十二月)17:00,0.74, 
1996年12月1日 (十一月)17:00,0.74, 
1996年11月1日 (十月)17:00,0.73, 
1996年10月1日 (九月)17:00,0.72, 
1996年9月1日 (八月)17:00,0.72, 
1996年8月1日 (七月)17:00,0.72, 
1996年7月1日 (六月)17:00,0.70, 
1996年6月1日 (五月)17:00,0.69, 
1996年5月1日 (四月)17:00,0.69, 
1996年4月1日 (三月)17:00,0.68, 
1996年3月1日 (二月)17:00,0.66, 
1996年2月1日 (一月)17:00,0.65, 
1996年1月1日 (十二月)17:00,0.63, 
1995年12月1日 (十一月)17:00,0.62, 
1995年11月1日 (十月)17:00,0.62, 
1995年10月1日 (九月)17:00,0.62, 
1995年9月1日 (八月)17:00,0.62, 
1995年8月1日 (七月)17:00,0.61, 
1995年7月1日 (六月)17:00,0.62, 
1995年6月1日 (五月)17:00,0.63, 
1995年5月1日 (四月)17:00,0.65, 
1995年4月1日 (三月)17:00,0.66, 
1995年3月1日 (二月)17:00,0.65, 
1995年2月1日 (一月)17:00,0.64, 
1995年1月1日 (十二月)17:00,0.63, 
1994年12月1日 (十一月)17:00,0.64, 
1994年11月1日 (十月)17:00,0.65, 
1994年10月1日 (九月)17:00,0.65, 
1994年9月1日 (八月)17:00,0.64, 
1994年8月1日 (七月)17:00,0.63, 
1994年7月1日 (六月)17:00,0.63, 
1994年6月1日 (五月)17:00,0.63, 
1994年5月1日 (四月)17:00,0.65, 
1994年4月1日 (三月)17:00,0.65, 
1994年3月1日 (二月)17:00,0.64, 
1994年2月1日 (一月)17:00,0.65, 
1994年1月1日 (十二月)17:00,0.66, 
1993年12月1日 (十一月)17:00,0.67, 
1993年11月1日 (十月)17:00,0.68, 
1993年10月1日 (九月)17:00,0.70, 
1993年9月1日 (八月)17:00,0.72, 
1993年8月1日 (七月)17:00,0.74, 
1993年7月1日 (六月)17:00,0.76, 
1993年6月1日 (五月)17:00,0.80, 
1993年5月1日 (四月)17:00,0.82, 
1993年4月1日 (三月)17:00,0.85, 
1993年3月1日 (二月)17:00,0.88, 
1993年2月1日 (一月)17:00,0.91, 
1993年1月1日 (十二月)17:00,0.93, 
1992年12月1日 (十一月)17:00,0.96, 
1992年11月1日 (十月)17:00,0.99, 
1992年10月1日 (九月)17:00,1.02, 
1992年9月1日 (八月)17:00,1.05, 
1992年8月1日 (七月)17:00,1.08, 
1992年7月1日 (六月)17:00,1.10, 
1992年6月1日 (五月)17:00,1.13, 
1992年5月1日 (四月)17:00,1.14, 
1992年4月1日 (三月)17:00,1.19, 
1992年3月1日 (二月)17:00,1.22, 
1992年2月1日 (一月)17:00,1.25, 
1992年1月1日 (十二月)17:00,1.31, 
1991年12月1日 (十一月)17:00,1.34, 
1991年11月1日 (十月)17:00,1.36, 
1991年10月1日 (九月)17:00,1.36, 
1991年9月1日 (八月)17:00,1.40, 
1991年8月1日 (七月)17:00,1.44, 
1991年7月1日 (六月)17:00,1.44, 
1991年6月1日 (五月)17:00,1.44, 
1991年5月1日 (四月)17:00,1.41, 
1991年4月1日 (三月)17:00,1.44, 
1991年3月1日 (二月)17:00,1.44, 
1991年2月1日 (一月)17:00,1.43, 
1991年1月1日 (十二月)17:00,1.44, 
1990年12月1日 (十一月)17:00,1.45, 
1990年11月1日 (十月)17:00,1.44, 
1990年10月1日 (九月)17:00,1.44, 
1990年9月1日 (八月)17:00,1.44, 
1990年8月1日 (七月)17:00,1.46, 
1990年7月1日 (六月)17:00,1.42, 
1990年6月1日 (五月)17:00,1.39, 
1990年5月1日 (四月)17:00,1.35, 
1990年4月1日 (三月)17:00,1.36, 
1990年3月1日 (二月)17:00,1.36, 
1990年2月1日 (一月)17:00,1.33, 
1990年1月1日 (十二月)17:00,1.33, 
1989年12月1日 (十一月)17:00,1.33, 
1989年11月1日 (十月)17:00,1.31, 
1989年10月1日 (九月)17:00,1.30, 
1989年9月1日 (八月)17:00,1.29, 
1989年8月1日 (七月)17:00,1.30, 
1989年7月1日 (六月)17:00,1.27, 
1989年6月1日 (五月)17:00,1.25, 
1989年5月1日 (四月)17:00,1.19, 
1989年4月1日 (三月)17:00,1.17, 
1989年3月1日 (二月)17:00,1.17, 
1989年2月1日 (一月)17:00,1.15, 
1989年1月1日 (十二月)17:00,1.14, 
1988年12月1日 (十一月)17:00,1.12, 
1988年11月1日 (十月)17:00,1.10, 
1988年10月1日 (九月)17:00,1.08, 
1988年9月1日 (八月)17:00,1.06, 
1988年8月1日 (七月)17:00,1.04, 
1988年7月1日 (六月)17:00,1.01, 
1988年6月1日 (五月)17:00,0.98, 
1988年5月1日 (四月)17:00,0.95, 
1988年4月1日 (三月)17:00,0.92, 
1988年3月1日 (二月)17:00,0.90, 
1988年2月1日 (一月)17:00,0.87, 
1988年1月1日 (十二月)17:00,0.84, 
1987年12月1日 (十一月)17:00,0.81, 
1987年11月1日 (十月)17:00,0.77, 
1987年10月1日 (九月)17:00,0.74, 
1987年9月1日 (八月)17:00,0.71, 
1987年8月1日 (七月)17:00,0.68, 
1987年7月1日 (六月)17:00,0.66, 
1987年6月1日 (五月)17:00,0.65, 
1987年5月1日 (四月)17:00,0.64, 
1987年4月1日 (三月)17:00,0.64, 
1987年3月1日 (二月)17:00,0.63, 
1987年2月1日 (一月)17:00,0.62, 
1987年1月1日 (十二月)17:00,0.61, 
1986年12月1日 (十一月)17:00,0.61, 
1986年11月1日 (十月)17:00,0.61, 
1986年10月1日 (九月)17:00,0.61, 
1986年9月1日 (八月)17:00,0.61, 
1986年8月1日 (七月)17:00,0.60, 
1986年7月1日 (六月)17:00,0.60, 
1986年6月1日 (五月)17:00,0.62, 
1986年5月1日 (四月)17:00,0.63, 
1986年4月1日 (三月)17:00,0.65, 
1986年3月1日 (二月)17:00,0.66, 
1986年2月1日 (一月)17:00,0.67, 
1986年1月1日 (十二月)17:00,0.67, 
1985年12月1日 (十一月)17:00,0.67, 
1985年11月1日 (十月)17:00,0.67, 
1985年10月1日 (九月)17:00,0.68, 
1985年9月1日 (八月)17:00,0.68, 
1985年8月1日 (七月)17:00,0.69, 
1985年7月1日 (六月)17:00,0.69, 
1985年6月1日 (五月)17:00,0.69, 
1985年5月1日 (四月)17:00,0.69, 
1985年4月1日 (三月)17:00,0.68, 
1985年3月1日 (二月)17:00,0.69, 
1985年2月1日 (一月)17:00,0.68, 
1985年1月1日 (十二月)17:00,0.67, 
1984年12月1日 (十一月)17:00,0.66, 
1984年11月1日 (十月)17:00,0.66, 
1984年10月1日 (九月)17:00,0.66, 
1984年9月1日 (八月)17:00,0.65, 
1984年8月1日 (七月)17:00,0.65, 
1984年7月1日 (六月)17:00,0.64, 
1984年6月1日 (五月)17:00,0.64, 
1984年5月1日 (四月)17:00,0.64, 
1984年4月1日 (三月)17:00,0.64, 
1984年3月1日 (二月)17:00,0.64, 
1984年2月1日 (一月)17:00,0.64, 
1984年1月1日 (十二月)17:00,0.63, 
1983年12月1日 (十一月)17:00,0.62, 
1983年11月1日 (十月)17:00,0.62, 
1983年10月1日 (九月)17:00,0.61, 
1983年9月1日 (八月)17:00,0.60, 
1983年8月1日 (七月)17:00,0.59, 
1983年7月1日 (六月)17:00,0.59, 
1983年6月1日 (五月)17:00,0.59, 
1983年5月1日 (四月)17:00,0.59, 
1983年4月1日 (三月)17:00,0.59, 
1983年3月1日 (二月)17:00,0.59, 
1983年2月1日 (一月)17:00,0.59, 
1983年1月1日 (十二月)17:00,0.59, 
1982年12月1日 (十一月)17:00,0.59, 
1982年11月1日 (十月)17:00,0.60, 
1982年10月1日 (九月)17:00,0.60, 
1982年9月1日 (八月)17:00,0.60, 
1982年8月1日 (七月)17:00,0.60, 
1982年7月1日 (六月)17:00,0.60, 
1982年6月1日 (五月)17:00,0.60, 
1982年5月1日 (四月)17:00,0.62, 
1982年4月1日 (三月)17:00,0.63, 
1982年3月1日 (二月)17:00,0.65, 
1982年2月1日 (一月)17:00,0.66, 
1982年1月1日 (十二月)17:00,0.67, 
1981年12月1日 (十一月)17:00,0.66, 
1981年11月1日 (十月)17:00,0.67, 
1981年10月1日 (九月)17:00,0.68, 
1981年9月1日 (八月)17:00,0.69, 
1981年8月1日 (七月)17:00,0.70, 
1981年7月1日 (六月)17:00,0.68, 
1981年6月1日 (五月)17:00,0.67, 
1981年5月1日 (四月)17:00,0.67, 
1981年4月1日 (三月)17:00,0.67, 
1981年3月1日 (二月)17:00,0.68, 
1981年2月1日 (一月)17:00,0.69, 
1981年1月1日 (十二月)17:00,0.70, 
1980年12月1日 (十一月)17:00,0.71, 
1980年11月1日 (十月)17:00,0.73, 
1980年10月1日 (九月)17:00,0.73, 
1980年9月1日 (八月)17:00,0.74, 
1980年8月1日 (七月)17:00,0.76, 
1980年7月1日 (六月)17:00,0.77, 
1980年6月1日 (五月)17:00,0.76, 
1980年5月1日 (四月)17:00,0.77, 
1980年4月1日 (三月)17:00,0.77, 
1980年3月1日 (二月)17:00,0.76, 
1980年2月1日 (一月)17:00,0.77, 
1980年1月1日 (十二月)17:00,0.79, 
1979年12月1日 (十一月)17:00,0.78, 
1979年11月1日 (十月)17:00,0.77, 
1979年10月1日 (九月)17:00,0.75, 
1979年9月1日 (八月)17:00,0.73, 
1979年8月1日 (七月)17:00,0.72, 
1979年7月1日 (六月)17:00,0.71, 
1979年6月1日 (五月)17:00,0.69, 
1979年5月1日 (四月)17:00,0.70, 
1979年4月1日 (三月)17:00,0.66, 
1979年3月1日 (二月)17:00,0.63, 
1979年2月1日 (一月)17:00,0.62, 
1979年1月1日 (十二月)17:00,0.60, 
1978年12月1日 (十一月)17:00,0.60, 
1978年11月1日 (十月)17:00,0.59, 
1978年10月1日 (九月)17:00,0.59, 
1978年9月1日 (八月)17:00,0.57, 
1978年8月1日 (七月)17:00,0.56, 
1978年7月1日 (六月)17:00,0.54, 
1978年6月1日 (五月)17:00,0.54, 
1978年5月1日 (四月)17:00,0.57, 
1978年4月1日 (三月)17:00,0.54, 
1978年3月1日 (二月)17:00,0.53, 
1978年2月1日 (一月)17:00,0.51, 
1978年1月1日 (十二月)17:00,0.52, 
1977年12月1日 (十一月)17:00,0.52, 
1977年11月1日 (十月)17:00,0.53, 
1977年10月1日 (九月)17:00,0.53, 
1977年9月1日 (八月)17:00,0.53, 
1977年8月1日 (七月)17:00,0.53, 
1977年7月1日 (六月)17:00,0.54, 
1977年6月1日 (五月)17:00,0.56, 
1977年5月1日 (四月)17:00,0.61, 
1977年4月1日 (三月)17:00,0.60, 
1977年3月1日 (二月)17:00,0.60, 
1977年2月1日 (一月)17:00,0.61, 
1977年1月1日 (十二月)17:00,0.62, 
1976年12月1日 (十一月)17:00,0.64, 
1976年11月1日 (十月)17:00,0.64, 
1976年10月1日 (九月)17:00,0.66, 
1976年9月1日 (八月)17:00,0.67, 
1976年8月1日 (七月)17:00,0.67, 
1976年7月1日 (六月)17:00,0.66, 
1976年6月1日 (五月)17:00,0.64, 
1976年5月1日 (四月)17:00,0.65, 
1976年4月1日 (三月)17:00,0.63, 
1976年3月1日 (二月)17:00,0.61, 
1976年2月1日 (一月)17:00,0.58, 
1976年1月1日 (十二月)17:00,0.55, 
1975年12月1日 (十一月)17:00,0.55, 
1975年11月1日 (十月)17:00,0.55, 
1975年10月1日 (九月)17:00,0.55, 
1975年9月1日 (八月)17:00,0.55, 
1975年8月1日 (七月)17:00,0.56, 
1975年7月1日 (六月)17:00,0.59, 
1975年6月1日 (五月)17:00,0.63, 
1975年5月1日 (四月)17:00,0.68, 
1975年4月1日 (三月)17:00,0.67, 
1975年3月1日 (二月)17:00,0.71, 
1975年2月1日 (一月)17:00,0.75, 
1975年1月1日 (十二月)17:00,0.79, 
1974年12月1日 (十一月)17:00,0.88, 
1974年11月1日 (十月)17:00,0.95, 
1974年10月1日 (九月)17:00,1.02, 
1974年9月1日 (八月)17:00,1.09, 
1974年8月1日 (七月)17:00,1.18, 
1974年7月1日 (六月)17:00,1.27, 
1974年6月1日 (五月)17:00,1.35, 
1974年5月1日 (四月)17:00,1.34, 
1974年4月1日 (三月)17:00,1.45, 
1974年3月1日 (二月)17:00,1.53, 
1974年2月1日 (一月)17:00,1.64, 
1974年1月1日 (十二月)17:00,1.84, 
1973年12月1日 (十一月)17:00,1.93, 
1973年11月1日 (十月)17:00,1.86, 
1973年10月1日 (九月)17:00,1.83, 
1973年9月1日 (八月)17:00,1.86, 
1973年8月1日 (七月)17:00,1.87, 
1973年7月1日 (六月)17:00,1.82, 
1973年6月1日 (五月)17:00,1.74, 
1973年5月1日 (四月)17:00,1.63, 
1973年4月1日 (三月)17:00,1.61, 
1973年3月1日 (二月)17:00,1.65, 
1973年2月1日 (一月)17:00,1.60, 
1973年1月1日 (十二月)17:00,1.48, 
1972年12月1日 (十一月)17:00,1.36, 
1972年11月1日 (十月)17:00,1.31, 
1972年10月1日 (九月)17:00,1.25, 
1972年9月1日 (八月)17:00,1.19, 
1972年8月1日 (七月)17:00,1.13, 
1972年7月1日 (六月)17:00,1.09, 
1972年6月1日 (五月)17:00,1.08, 
1972年5月1日 (四月)17:00,1.07, 
1972年4月1日 (三月)17:00,1.05, 
1972年3月1日 (二月)17:00,1.02, 
1972年2月1日 (一月)17:00,0.98, 
1972年1月1日 (十二月)17:00,0.99, 
1971年12月1日 (十一月)17:00,1.00, 
1971年11月1日 (十月)17:00,1.02, 
1971年10月1日 (九月)17:00,1.03, 
1971年9月1日 (八月)17:00,1.07, 
1971年8月1日 (七月)17:00,1.09, 
1971年7月1日 (六月)17:00,1.10, 
1971年6月1日 (五月)17:00,1.15, 
1971年5月1日 (四月)17:00,1.18, 
1971年4月1日 (三月)17:00,1.21, 
1971年3月1日 (二月)17:00,1.23, 
1971年2月1日 (一月)17:00,1.29, 
1971年1月1日 (十二月)17:00,1.31, 
1970年12月1日 (十一月)17:00,1.33, 
1970年11月1日 (十月)17:00,1.36, 
1970年10月1日 (九月)17:00,1.39, 
1970年9月1日 (八月)17:00,1.39, 
1970年8月1日 (七月)17:00,1.41, 
1970年7月1日 (六月)17:00,1.44, 
1970年6月1日 (五月)17:00,1.43, 
1970年5月1日 (四月)17:00,1.43, 
1970年4月1日 (三月)17:00,1.44, 
1970年3月1日 (二月)17:00,1.47, 
1970年2月1日 (一月)17:00,1.49, 
1970年1月1日 (十二月)17:00,1.46, 
